employee_id,age,gender,department,years_of_experience,salary,performance_score,training_hours,job_satisfaction,last_promotion
7800,43.0,Male,HR,1.0,104931.0,6.0,,2.0,9.0
7801,33.0,Female,IT,20.0,,10.0,0.0,2.0,6.0
7802,64.0,Male,HR,1.0,86763.0,6.0,,3.0,1.0
7803,30.0,Male,Finance,13.0,38785.0,3.0,36.0,1.0,5.0
7804,32.0,Female,HR,17.0,107488.0,3.0,34.0,3.0,4.0
7805,44.0,Male,IT,15.0,137101.0,6.0,25.0,2.0,2.0
7806,21.0,Female,,,117940.0,2.0,,4.0,
7807,33.0,Female,Finance,,64237.0,5.0,16.0,3.0,4.0
7808,47.0,Female,IT,,109987.0,10.0,,2.0,7.0
7809,61.0,Female,Finance,3.0,80847.0,3.0,34.0,3.0,3.0
7810,47.0,Male,Sales,15.0,60964.0,5.0,24.0,2.0,
7811,53.0,Male,,13.0,129610.0,3.0,6.0,3.0,3.0
7812,20.0,Male,Sales,10.0,35332.0,2.0,40.0,2.0,3.0
7813,39.0,Male,HR,,56263.0,4.0,,1.0,8.0
7814,39.0,Female,IT,10.0,134101.0,5.0,31.0,5.0,4.0
7815,29.0,Male,Sales,19.0,77554.0,6.0,18.0,5.0,0.0
7816,38.0,Female,Marketing,16.0,50367.0,2.0,16.0,,10.0
7817,21.0,Male,HR,18.0,41918.0,3.0,5.0,2.0,6.0
7818,48.0,Female,IT,9.0,137544.0,3.0,24.0,5.0,2.0
7819,61.0,,IT,11.0,113655.0,6.0,32.0,5.0,
7820,48.0,Female,Marketing,0.0,83480.0,1.0,18.0,3.0,2.0
7821,40.0,Male,Marketing,1.0,92979.0,7.0,14.0,3.0,5.0
7822,37.0,Female,Sales,17.0,49743.0,8.0,34.0,3.0,2.0
7823,32.0,Male,Sales,6.0,104412.0,7.0,31.0,4.0,0.0
7824,40.0,Male,Sales,,101863.0,4.0,37.0,1.0,5.0
7825,45.0,Male,Finance,,77354.0,7.0,,1.0,6.0
7826,33.0,Female,HR,3.0,56914.0,1.0,31.0,1.0,4.0
7827,,Male,IT,9.0,121060.0,8.0,31.0,,0.0
7828,38.0,Female,HR,8.0,69709.0,10.0,39.0,,1.0
7829,32.0,Other,Marketing,17.0,123542.0,10.0,35.0,1.0,1.0
7830,34.0,Male,,8.0,106399.0,3.0,33.0,3.0,9.0
7831,54.0,Female,HR,9.0,128608.0,9.0,,4.0,7.0
7832,30.0,Female,Sales,7.0,97933.0,1.0,32.0,1.0,
7833,36.0,Male,Marketing,10.0,45698.0,,9.0,3.0,
7834,47.0,Female,HR,12.0,52451.0,1.0,34.0,5.0,1.0
7835,,Male,IT,12.0,130830.0,8.0,21.0,4.0,
7836,35.0,Female,Sales,15.0,142080.0,3.0,22.0,2.0,
7837,31.0,Male,,12.0,135463.0,4.0,,5.0,3.0
7838,53.0,Male,Marketing,11.0,42417.0,6.0,,5.0,7.0
7839,53.0,Female,,14.0,,4.0,0.0,5.0,7.0
7840,37.0,Male,Marketing,15.0,92884.0,8.0,12.0,3.0,8.0
7841,,Male,Marketing,7.0,62239.0,9.0,8.0,1.0,
7842,62.0,Male,,5.0,97100.0,5.0,19.0,5.0,0.0
7843,61.0,Male,,7.0,69581.0,1.0,9.0,1.0,
7844,24.0,Female,,1.0,130213.0,8.0,25.0,5.0,8.0
7845,61.0,Female,Marketing,17.0,122394.0,2.0,0.0,3.0,0.0
7846,21.0,Female,Finance,10.0,136773.0,6.0,16.0,,
7847,51.0,Female,Sales,16.0,127381.0,6.0,16.0,,10.0
7848,19.0,Male,Finance,9.0,,7.0,38.0,4.0,9.0
7849,22.0,Male,Sales,1.0,87056.0,9.0,11.0,5.0,0.0
7850,27.0,Female,Finance,18.0,51266.0,1.0,40.0,5.0,2.0
7851,49.0,Female,Marketing,19.0,,10.0,14.0,3.0,2.0
7852,,Male,Finance,19.0,141847.0,,,4.0,6.0
7853,58.0,Male,Finance,19.0,72837.0,5.0,31.0,1.0,2.0
7854,30.0,Female,Marketing,,142913.0,6.0,,5.0,5.0
7855,56.0,Female,Sales,5.0,,8.0,4.0,2.0,9.0
7856,22.0,Female,Marketing,16.0,43789.0,8.0,17.0,2.0,
7857,27.0,Male,,11.0,144624.0,7.0,17.0,3.0,5.0
7858,27.0,Female,Finance,4.0,42755.0,7.0,22.0,5.0,8.0
7859,55.0,Male,IT,1.0,72608.0,,6.0,3.0,
7860,44.0,Male,,8.0,64692.0,8.0,25.0,4.0,0.0
7861,38.0,Female,Marketing,1.0,60667.0,3.0,0.0,2.0,7.0
7862,25.0,Male,HR,19.0,,5.0,27.0,2.0,3.0
7863,18.0,Male,IT,13.0,,4.0,,3.0,7.0
7864,45.0,Other,,14.0,77929.0,10.0,40.0,4.0,2.0
7865,56.0,Female,IT,1.0,88695.0,3.0,,1.0,
7866,31.0,Female,,17.0,139404.0,10.0,,4.0,
7867,38.0,Male,HR,11.0,122343.0,5.0,37.0,3.0,2.0
7868,47.0,Male,IT,6.0,,3.0,38.0,3.0,10.0
7869,38.0,Female,Marketing,15.0,109671.0,9.0,17.0,4.0,2.0
7870,26.0,Female,Sales,18.0,122140.0,9.0,32.0,3.0,2.0
7871,34.0,Female,Marketing,2.0,88561.0,6.0,24.0,2.0,3.0
7872,22.0,Male,Sales,14.0,,3.0,31.0,3.0,
7873,48.0,Male,IT,14.0,112191.0,5.0,27.0,1.0,
7874,57.0,Other,Finance,6.0,146011.0,8.0,,2.0,
7875,55.0,Female,Marketing,7.0,136055.0,,,5.0,0.0
7876,60.0,Male,HR,6.0,130547.0,3.0,2.0,2.0,4.0
7877,36.0,Male,Marketing,2.0,45117.0,5.0,26.0,2.0,
7878,53.0,Female,IT,18.0,114872.0,2.0,16.0,2.0,5.0
7879,50.0,Male,Finance,18.0,46714.0,2.0,28.0,4.0,0.0
7880,30.0,Male,Finance,17.0,68639.0,,32.0,5.0,0.0
7881,31.0,Male,Marketing,6.0,82709.0,6.0,27.0,1.0,6.0
7882,50.0,Female,Marketing,18.0,40859.0,3.0,19.0,2.0,
7883,46.0,Male,Marketing,4.0,106274.0,10.0,33.0,4.0,
7884,60.0,Other,IT,12.0,107199.0,,15.0,3.0,8.0
7885,53.0,Male,Sales,1.0,135868.0,,38.0,5.0,
7886,61.0,Female,Sales,17.0,97363.0,5.0,1.0,1.0,2.0
7887,27.0,Male,HR,3.0,40027.0,2.0,27.0,5.0,5.0
7888,,Female,IT,3.0,127379.0,6.0,16.0,1.0,7.0
7889,23.0,Other,Finance,7.0,119869.0,2.0,19.0,1.0,4.0
7890,18.0,Female,HR,10.0,141452.0,8.0,17.0,,2.0
7891,24.0,Female,Finance,0.0,37184.0,2.0,27.0,1.0,
7892,44.0,Female,Finance,8.0,54256.0,7.0,27.0,3.0,0.0
7893,38.0,Female,Marketing,5.0,78339.0,4.0,15.0,2.0,5.0
7894,45.0,Female,Finance,,74896.0,4.0,32.0,5.0,9.0
7895,33.0,,Finance,5.0,48557.0,8.0,20.0,1.0,6.0
7896,63.0,Male,,12.0,60517.0,4.0,4.0,3.0,8.0
7897,40.0,Other,Marketing,,132013.0,,,2.0,5.0
7898,37.0,Male,Marketing,13.0,95665.0,9.0,,,7.0
7899,55.0,Male,HR,11.0,111552.0,8.0,4.0,2.0,
7900,42.0,Male,Marketing,3.0,85039.0,4.0,,4.0,1.0
7901,45.0,Male,,7.0,97094.0,5.0,21.0,5.0,
7902,22.0,Female,IT,16.0,105989.0,6.0,22.0,3.0,
7903,,Female,HR,4.0,,9.0,25.0,,0.0
7904,35.0,Female,Sales,2.0,43835.0,5.0,26.0,3.0,4.0
7905,64.0,Female,Finance,3.0,66492.0,2.0,2.0,3.0,10.0
7906,23.0,Female,Sales,7.0,82685.0,7.0,1.0,3.0,5.0
7907,,Female,HR,15.0,149753.0,6.0,16.0,5.0,5.0
7908,36.0,Male,,10.0,139624.0,3.0,2.0,5.0,1.0
7909,50.0,Female,IT,1.0,34693.0,8.0,2.0,4.0,
7910,18.0,Female,HR,7.0,78401.0,3.0,39.0,2.0,6.0
7911,62.0,Female,Sales,6.0,55190.0,10.0,15.0,3.0,3.0
7912,20.0,Female,Sales,0.0,62605.0,4.0,11.0,4.0,8.0
7913,59.0,Female,HR,1.0,51646.0,9.0,0.0,4.0,
7914,38.0,Male,HR,12.0,75478.0,4.0,3.0,5.0,
7915,52.0,Male,HR,10.0,56957.0,2.0,,2.0,5.0
7916,58.0,Female,Marketing,2.0,146552.0,9.0,18.0,4.0,
7917,57.0,Female,HR,,111860.0,10.0,,1.0,
7918,20.0,Female,,15.0,89296.0,8.0,38.0,4.0,7.0
7919,42.0,Male,IT,0.0,,4.0,19.0,5.0,
7920,62.0,Male,IT,6.0,119220.0,6.0,,3.0,0.0
7921,55.0,Female,Finance,2.0,140423.0,6.0,,5.0,
7922,62.0,Male,Sales,15.0,69175.0,2.0,3.0,5.0,
7923,,Female,Sales,5.0,67010.0,9.0,16.0,2.0,9.0
7924,61.0,Male,Sales,13.0,140003.0,6.0,,1.0,8.0
7925,62.0,Male,Sales,,40251.0,5.0,,1.0,9.0
7926,51.0,Female,Marketing,20.0,52343.0,2.0,27.0,2.0,
7927,38.0,Male,Finance,18.0,117943.0,10.0,15.0,2.0,9.0
7928,65.0,Female,IT,0.0,101734.0,1.0,5.0,4.0,3.0
7929,40.0,Female,Finance,20.0,126485.0,7.0,27.0,1.0,8.0
7930,23.0,Male,,12.0,144643.0,,,5.0,
7931,30.0,Female,Sales,19.0,76201.0,7.0,16.0,4.0,8.0
7932,40.0,Female,Marketing,8.0,123020.0,5.0,,,9.0
7933,26.0,Male,HR,10.0,,1.0,38.0,3.0,10.0
7934,,Male,HR,0.0,105937.0,5.0,16.0,5.0,4.0
7935,19.0,Male,,12.0,64385.0,4.0,14.0,5.0,5.0
7936,36.0,Female,Sales,19.0,68848.0,1.0,17.0,4.0,10.0
7937,36.0,Female,Finance,0.0,140538.0,10.0,19.0,1.0,6.0
7938,24.0,Female,Marketing,2.0,142174.0,2.0,22.0,2.0,
7939,59.0,Female,,19.0,31899.0,9.0,4.0,3.0,10.0
7940,59.0,Female,Finance,16.0,110674.0,1.0,,5.0,6.0
7941,37.0,Female,Marketing,4.0,130338.0,10.0,11.0,2.0,0.0
7942,26.0,Female,Marketing,5.0,140067.0,4.0,16.0,2.0,10.0
7943,34.0,Male,HR,16.0,43983.0,8.0,29.0,2.0,8.0
7944,44.0,Female,Marketing,9.0,52706.0,5.0,18.0,2.0,5.0
7945,,Female,Sales,10.0,,10.0,31.0,4.0,1.0
7946,19.0,Female,HR,12.0,102911.0,7.0,15.0,5.0,9.0
7947,,Female,Sales,9.0,50357.0,2.0,1.0,2.0,8.0
7948,36.0,Male,Sales,13.0,57528.0,4.0,11.0,2.0,0.0
7949,34.0,Female,Finance,12.0,59223.0,4.0,2.0,1.0,
7950,22.0,Male,Marketing,3.0,,1.0,7.0,5.0,
7951,56.0,Female,Marketing,19.0,131807.0,8.0,36.0,3.0,0.0
7952,35.0,Male,Marketing,16.0,74487.0,3.0,23.0,2.0,1.0
7953,24.0,Female,Marketing,17.0,144167.0,4.0,24.0,4.0,
7954,34.0,Female,HR,10.0,,2.0,24.0,2.0,6.0
7955,56.0,Female,IT,9.0,55753.0,10.0,13.0,2.0,9.0
7956,53.0,Male,Sales,20.0,124197.0,,35.0,2.0,10.0
7957,57.0,Other,IT,17.0,107137.0,,,5.0,1.0
7958,62.0,Female,IT,18.0,114260.0,3.0,31.0,5.0,8.0
7959,21.0,Female,IT,8.0,40675.0,8.0,1.0,,8.0
7960,55.0,Male,HR,4.0,,1.0,20.0,4.0,10.0
7961,42.0,Female,IT,0.0,75221.0,2.0,3.0,3.0,9.0
7962,22.0,Male,HR,4.0,147729.0,1.0,28.0,1.0,7.0
7963,47.0,Female,Finance,2.0,,6.0,,3.0,1.0
7964,29.0,Male,Finance,0.0,124991.0,,,4.0,9.0
7965,21.0,Female,Finance,18.0,119020.0,10.0,2.0,4.0,2.0
7966,41.0,Female,HR,5.0,80711.0,1.0,20.0,3.0,2.0
7967,46.0,Male,HR,9.0,79101.0,7.0,15.0,3.0,7.0
7968,26.0,Female,Sales,4.0,46784.0,9.0,19.0,2.0,7.0
7969,21.0,Female,,11.0,66978.0,5.0,34.0,3.0,5.0
7970,41.0,Male,Marketing,11.0,59022.0,7.0,4.0,3.0,6.0
7971,31.0,Female,,16.0,115251.0,4.0,25.0,2.0,0.0
7972,22.0,Male,IT,,122977.0,4.0,6.0,4.0,7.0
7973,35.0,Male,,20.0,,4.0,15.0,5.0,6.0
7974,59.0,Male,Marketing,13.0,113169.0,5.0,16.0,2.0,4.0
7975,36.0,Female,Marketing,11.0,144149.0,8.0,,3.0,
7976,29.0,Male,HR,,34226.0,4.0,11.0,1.0,1.0
7977,35.0,Female,HR,4.0,52791.0,7.0,12.0,3.0,0.0
7978,34.0,Female,HR,4.0,117563.0,9.0,4.0,1.0,8.0
7979,47.0,Male,IT,16.0,130258.0,6.0,15.0,,
7980,41.0,,Finance,4.0,118897.0,4.0,27.0,5.0,2.0
7981,,Male,Marketing,,136844.0,5.0,7.0,5.0,
7982,52.0,Female,Sales,3.0,73478.0,8.0,,1.0,4.0
7983,40.0,Male,HR,6.0,87504.0,4.0,,4.0,10.0
7984,34.0,Male,Sales,,71073.0,4.0,28.0,1.0,
7985,18.0,Female,,10.0,36161.0,7.0,17.0,1.0,6.0
7986,32.0,Female,Finance,5.0,127465.0,6.0,15.0,2.0,6.0
7987,49.0,Male,Sales,12.0,68229.0,1.0,,3.0,9.0
7988,,Female,Marketing,11.0,105213.0,9.0,21.0,4.0,
7989,32.0,Male,Marketing,4.0,31628.0,5.0,14.0,1.0,
7990,45.0,Female,HR,9.0,103516.0,,12.0,2.0,10.0
7991,41.0,Female,Finance,,132542.0,2.0,21.0,4.0,
7992,52.0,Male,Marketing,8.0,61374.0,5.0,20.0,5.0,
7993,39.0,Male,Finance,12.0,76892.0,8.0,23.0,5.0,3.0
7994,44.0,Male,HR,2.0,107411.0,6.0,0.0,2.0,9.0
7995,36.0,Male,Sales,16.0,,8.0,28.0,4.0,5.0
7996,62.0,Male,IT,,114418.0,5.0,0.0,,9.0
7997,29.0,Female,IT,4.0,64763.0,4.0,0.0,2.0,3.0
7998,37.0,Other,IT,15.0,40301.0,10.0,8.0,3.0,
7999,18.0,Male,Finance,15.0,96131.0,3.0,20.0,1.0,1.0
8000,38.0,Female,IT,10.0,112859.0,2.0,13.0,3.0,
8001,62.0,Female,,3.0,80451.0,9.0,27.0,2.0,2.0
8002,18.0,Female,Marketing,8.0,51798.0,1.0,17.0,4.0,7.0
8003,27.0,Female,Finance,14.0,88496.0,10.0,32.0,3.0,4.0
8004,64.0,Female,Sales,11.0,91803.0,2.0,,1.0,8.0
8005,49.0,Male,Finance,15.0,141682.0,6.0,33.0,4.0,3.0
8006,56.0,Male,Finance,3.0,122206.0,6.0,,5.0,4.0
8007,39.0,Male,Finance,2.0,131320.0,1.0,18.0,5.0,
8008,35.0,Male,HR,20.0,39589.0,8.0,1.0,4.0,0.0
8009,65.0,Male,Marketing,3.0,131173.0,4.0,5.0,2.0,2.0
8010,63.0,Female,IT,1.0,141251.0,7.0,14.0,3.0,3.0
8011,49.0,Male,HR,18.0,110633.0,10.0,10.0,3.0,
8012,44.0,Female,Marketing,6.0,137656.0,9.0,15.0,4.0,
8013,45.0,Male,IT,1.0,78222.0,2.0,20.0,3.0,1.0
8014,35.0,Female,HR,0.0,,7.0,26.0,,5.0
8015,56.0,Female,HR,17.0,120907.0,,21.0,4.0,3.0
8016,46.0,Male,Sales,7.0,144495.0,3.0,2.0,,10.0
8017,35.0,Male,HR,7.0,132434.0,4.0,2.0,1.0,4.0
8018,61.0,Female,,9.0,86615.0,3.0,,2.0,9.0
8019,25.0,Male,,17.0,60588.0,8.0,5.0,1.0,8.0
8020,48.0,Male,Finance,10.0,98453.0,7.0,24.0,1.0,3.0
8021,51.0,Male,Marketing,,57115.0,,,3.0,
8022,24.0,Female,Marketing,6.0,34353.0,7.0,36.0,4.0,
8023,53.0,Female,Finance,7.0,106162.0,2.0,29.0,5.0,10.0
8024,35.0,Female,Sales,,99901.0,3.0,38.0,4.0,6.0
8025,55.0,Female,Sales,18.0,56576.0,7.0,19.0,3.0,5.0
8026,,Female,Marketing,7.0,143506.0,10.0,0.0,3.0,2.0
8027,26.0,Female,HR,18.0,115038.0,5.0,34.0,5.0,0.0
8028,63.0,Other,Marketing,3.0,53133.0,9.0,25.0,1.0,8.0
8029,25.0,Male,Marketing,,73701.0,8.0,20.0,1.0,5.0
8030,,Male,Finance,9.0,104681.0,6.0,,4.0,
8031,35.0,Female,Sales,3.0,121837.0,4.0,28.0,2.0,
8032,22.0,Female,Finance,,,3.0,2.0,3.0,5.0
8033,31.0,Male,,6.0,113661.0,6.0,40.0,5.0,2.0
8034,45.0,Male,IT,14.0,78943.0,9.0,40.0,,0.0
8035,47.0,Female,HR,7.0,97994.0,5.0,,5.0,4.0
8036,21.0,Female,Marketing,9.0,57468.0,7.0,8.0,1.0,0.0
8037,56.0,Male,Finance,6.0,93612.0,7.0,,1.0,
8038,37.0,Female,IT,18.0,69123.0,7.0,27.0,4.0,2.0
8039,42.0,Female,IT,2.0,141536.0,9.0,27.0,2.0,
8040,45.0,Female,Marketing,8.0,102599.0,2.0,10.0,1.0,3.0
8041,29.0,Male,Sales,15.0,131641.0,8.0,29.0,5.0,
8042,19.0,Male,IT,13.0,36003.0,2.0,10.0,3.0,
8043,60.0,Male,HR,6.0,41024.0,1.0,,3.0,7.0
8044,31.0,Male,Finance,,47173.0,10.0,11.0,2.0,6.0
8045,39.0,Female,Finance,0.0,36458.0,6.0,7.0,4.0,1.0
8046,48.0,Male,Finance,15.0,136795.0,2.0,9.0,,
8047,40.0,Other,Marketing,2.0,91194.0,5.0,34.0,,0.0
8048,65.0,Male,Finance,0.0,113241.0,1.0,35.0,,
8049,37.0,Male,Finance,5.0,83621.0,7.0,,3.0,6.0
8050,,Female,HR,,142571.0,1.0,26.0,1.0,5.0
8051,21.0,Female,Sales,6.0,94213.0,8.0,,1.0,7.0
8052,32.0,Male,Marketing,7.0,135959.0,5.0,1.0,4.0,8.0
8053,41.0,Female,Marketing,12.0,32109.0,5.0,27.0,5.0,7.0
8054,42.0,Female,,15.0,43365.0,3.0,33.0,,5.0
8055,18.0,,HR,20.0,81537.0,2.0,,2.0,3.0
8056,24.0,Female,IT,9.0,131750.0,6.0,5.0,2.0,
8057,48.0,Male,Finance,3.0,110748.0,4.0,38.0,2.0,7.0
8058,29.0,Female,Finance,20.0,59145.0,10.0,,5.0,7.0
8059,59.0,Female,Marketing,12.0,107935.0,,,,
8060,22.0,Male,Marketing,16.0,100621.0,6.0,39.0,3.0,
8061,61.0,Male,Finance,7.0,53820.0,2.0,17.0,3.0,8.0
8062,59.0,Female,Marketing,7.0,110195.0,,38.0,2.0,
8063,55.0,Male,HR,6.0,63386.0,10.0,4.0,2.0,0.0
8064,29.0,Male,IT,,,10.0,25.0,2.0,1.0
8065,56.0,Other,IT,14.0,39074.0,4.0,10.0,,10.0
8066,35.0,Male,IT,,97239.0,6.0,15.0,3.0,1.0
8067,19.0,Male,Finance,18.0,136057.0,2.0,18.0,4.0,0.0
8068,27.0,Female,Finance,3.0,40987.0,7.0,4.0,,0.0
8069,32.0,Female,Finance,5.0,59780.0,8.0,,,3.0
8070,47.0,Male,HR,9.0,81571.0,9.0,2.0,1.0,6.0
8071,61.0,Female,IT,11.0,92538.0,6.0,24.0,5.0,5.0
8072,34.0,Female,Marketing,3.0,140324.0,2.0,9.0,1.0,6.0
8073,21.0,Female,Marketing,5.0,120619.0,6.0,4.0,5.0,7.0
8074,24.0,Male,Sales,13.0,118291.0,8.0,31.0,3.0,7.0
8075,58.0,Male,Sales,12.0,94082.0,,31.0,1.0,2.0
8076,48.0,Male,Marketing,20.0,40227.0,1.0,4.0,2.0,6.0
8077,56.0,Female,IT,2.0,129721.0,6.0,18.0,2.0,5.0
8078,51.0,Female,Finance,20.0,68926.0,1.0,11.0,5.0,10.0
8079,23.0,Female,Marketing,14.0,37148.0,6.0,30.0,3.0,7.0
8080,55.0,Female,,2.0,65628.0,10.0,16.0,5.0,
8081,62.0,Female,Sales,4.0,60900.0,4.0,21.0,4.0,
8082,51.0,Male,IT,12.0,41771.0,3.0,40.0,4.0,8.0
8083,61.0,Female,Marketing,14.0,97921.0,3.0,21.0,4.0,4.0
8084,32.0,Female,Finance,16.0,96461.0,4.0,25.0,2.0,1.0
8085,31.0,Female,Finance,5.0,68989.0,,30.0,4.0,3.0
8086,23.0,Male,HR,17.0,62996.0,9.0,5.0,1.0,6.0
8087,54.0,Female,,2.0,80920.0,4.0,11.0,4.0,
8088,49.0,,,8.0,110925.0,1.0,,2.0,0.0
8089,20.0,Male,Marketing,7.0,56997.0,4.0,16.0,1.0,8.0
8090,20.0,Female,Finance,19.0,59488.0,1.0,9.0,3.0,2.0
8091,39.0,Female,Sales,,139752.0,10.0,,5.0,0.0
8092,39.0,Male,IT,10.0,52975.0,10.0,3.0,,6.0
8093,27.0,Female,Marketing,7.0,141460.0,,,1.0,6.0
8094,20.0,,Finance,,67310.0,4.0,14.0,1.0,1.0
8095,29.0,Male,Finance,1.0,102111.0,4.0,1.0,5.0,7.0
8096,46.0,Male,Marketing,19.0,94254.0,9.0,7.0,5.0,2.0
8097,65.0,Female,HR,3.0,135640.0,6.0,15.0,1.0,2.0
8098,34.0,Other,IT,1.0,123264.0,3.0,19.0,5.0,4.0
8099,24.0,Female,Marketing,1.0,133197.0,7.0,23.0,3.0,1.0
8100,30.0,Female,Finance,12.0,55809.0,4.0,34.0,4.0,3.0
8101,19.0,Male,HR,20.0,,7.0,16.0,4.0,1.0
8102,21.0,Male,Marketing,19.0,73995.0,2.0,4.0,3.0,8.0
8103,27.0,Female,IT,5.0,98132.0,7.0,13.0,4.0,5.0
8104,56.0,Male,HR,3.0,102757.0,8.0,13.0,4.0,0.0
8105,41.0,Female,Finance,14.0,,7.0,30.0,4.0,8.0
8106,34.0,,Sales,2.0,89760.0,6.0,19.0,2.0,7.0
8107,23.0,Other,IT,3.0,120965.0,4.0,12.0,3.0,
8108,36.0,Male,HR,,134419.0,9.0,8.0,5.0,2.0
8109,22.0,Female,,5.0,47507.0,1.0,33.0,1.0,6.0
8110,49.0,Female,Marketing,1.0,64388.0,5.0,11.0,3.0,3.0
8111,27.0,Male,HR,19.0,90375.0,1.0,39.0,3.0,7.0
8112,26.0,Female,Marketing,12.0,,10.0,15.0,2.0,0.0
8113,,Male,HR,14.0,115894.0,1.0,0.0,2.0,9.0
8114,30.0,Male,IT,4.0,87095.0,6.0,15.0,4.0,3.0
8115,36.0,Male,Marketing,,82181.0,6.0,5.0,2.0,0.0
8116,38.0,Male,IT,5.0,110469.0,7.0,19.0,5.0,6.0
8117,41.0,Female,Finance,16.0,76654.0,10.0,5.0,5.0,8.0
8118,55.0,Male,Finance,0.0,129774.0,9.0,34.0,,0.0
8119,21.0,Male,Finance,1.0,143855.0,,,2.0,7.0
8120,41.0,Male,Finance,0.0,106189.0,2.0,2.0,4.0,9.0
8121,,Male,Marketing,7.0,145964.0,4.0,,1.0,10.0
8122,20.0,Male,HR,3.0,45300.0,9.0,6.0,2.0,5.0
8123,21.0,Male,Marketing,,59232.0,2.0,,2.0,
8124,54.0,Female,Marketing,8.0,39848.0,7.0,29.0,2.0,7.0
8125,57.0,Female,IT,14.0,98646.0,4.0,21.0,2.0,
8126,65.0,Female,HR,,132945.0,10.0,13.0,5.0,8.0
8127,52.0,Female,Sales,20.0,115349.0,6.0,24.0,4.0,10.0
8128,,,Sales,2.0,92217.0,1.0,2.0,5.0,5.0
8129,61.0,Female,HR,0.0,37176.0,8.0,4.0,4.0,2.0
8130,,Female,Sales,12.0,103915.0,6.0,,1.0,0.0
8131,57.0,Male,HR,,75663.0,7.0,8.0,2.0,3.0
8132,30.0,Female,IT,,36788.0,6.0,,3.0,4.0
8133,21.0,Male,IT,4.0,92114.0,7.0,37.0,,
8134,63.0,Male,Marketing,4.0,36282.0,5.0,36.0,3.0,
8135,31.0,Female,Sales,3.0,142218.0,,3.0,1.0,6.0
8136,30.0,Male,HR,20.0,35375.0,6.0,19.0,3.0,5.0
8137,44.0,Male,IT,,62403.0,10.0,20.0,1.0,9.0
8138,23.0,,,13.0,48610.0,9.0,23.0,5.0,4.0
8139,,Male,Sales,13.0,145968.0,6.0,6.0,1.0,
8140,53.0,Male,,10.0,149001.0,,7.0,5.0,8.0
8141,57.0,Female,Sales,9.0,148781.0,2.0,10.0,5.0,
8142,52.0,Female,IT,9.0,31340.0,1.0,,3.0,
8143,34.0,Female,IT,8.0,71638.0,4.0,5.0,4.0,2.0
8144,58.0,Male,Sales,,137111.0,5.0,39.0,4.0,
8145,19.0,Other,IT,13.0,103519.0,10.0,,4.0,1.0
8146,30.0,Female,Sales,6.0,137345.0,7.0,12.0,,
8147,19.0,Male,Finance,16.0,130311.0,8.0,16.0,3.0,7.0
8148,45.0,Female,IT,19.0,78411.0,1.0,,1.0,10.0
8149,60.0,Female,,7.0,62088.0,,29.0,,0.0
8150,43.0,Female,IT,19.0,141318.0,1.0,,3.0,
8151,39.0,Male,Sales,3.0,148858.0,8.0,35.0,2.0,3.0
8152,64.0,Male,HR,4.0,57360.0,1.0,,3.0,5.0
8153,60.0,,Marketing,12.0,104063.0,4.0,,1.0,1.0
8154,20.0,Female,HR,6.0,120915.0,3.0,18.0,4.0,6.0
8155,52.0,Female,HR,5.0,92294.0,2.0,14.0,1.0,2.0
8156,29.0,Female,IT,16.0,76661.0,8.0,13.0,2.0,
8157,41.0,Female,HR,,104090.0,6.0,6.0,1.0,1.0
8158,22.0,Male,HR,18.0,101869.0,,32.0,2.0,8.0
8159,37.0,Female,,2.0,135943.0,3.0,33.0,1.0,
8160,56.0,Male,IT,8.0,48405.0,6.0,,2.0,
8161,56.0,Female,Sales,20.0,76185.0,6.0,34.0,3.0,3.0
8162,30.0,Female,,14.0,98105.0,5.0,20.0,3.0,5.0
8163,58.0,Male,Marketing,7.0,119301.0,3.0,23.0,3.0,
8164,62.0,Female,,14.0,123142.0,10.0,36.0,3.0,4.0
8165,29.0,Male,IT,0.0,77620.0,9.0,15.0,1.0,5.0
8166,30.0,Male,HR,7.0,146763.0,6.0,,,1.0
8167,27.0,Male,HR,3.0,,5.0,28.0,2.0,
8168,50.0,Male,Finance,9.0,88248.0,7.0,17.0,,4.0
8169,57.0,Male,Sales,15.0,,1.0,10.0,5.0,0.0
8170,33.0,Male,,17.0,78880.0,7.0,,2.0,6.0
8171,62.0,Female,Marketing,3.0,60202.0,1.0,17.0,2.0,5.0
8172,52.0,Female,Finance,7.0,109963.0,9.0,15.0,3.0,3.0
8173,20.0,Female,Sales,3.0,54381.0,6.0,40.0,2.0,3.0
8174,22.0,Male,Marketing,9.0,93320.0,7.0,0.0,2.0,2.0
8175,43.0,Female,,19.0,67226.0,7.0,26.0,4.0,0.0
8176,28.0,Female,HR,3.0,,1.0,30.0,2.0,5.0
8177,24.0,Male,Sales,15.0,49095.0,2.0,27.0,5.0,4.0
8178,27.0,Female,Finance,11.0,69615.0,10.0,39.0,2.0,5.0
8179,59.0,Male,,9.0,82856.0,3.0,26.0,5.0,9.0
8180,51.0,Female,IT,10.0,61210.0,8.0,8.0,2.0,0.0
8181,20.0,Male,Finance,1.0,35802.0,9.0,,5.0,1.0
8182,25.0,Male,HR,15.0,133533.0,8.0,35.0,2.0,6.0
8183,48.0,Female,HR,18.0,144831.0,6.0,40.0,2.0,8.0
8184,28.0,Male,Marketing,11.0,,,,4.0,
8185,62.0,Male,Sales,3.0,110705.0,2.0,,4.0,5.0
